Id,SalePrice
1461,118846.00614558246
1462,161525.65697532726
1463,187115.82847537595
1464,197454.54426334985
1465,192445.0456746713
1466,172122.7337474095
1467,178873.80999799672
1468,161635.20246849747
1469,184069.28606611723
1470,121301.01888439235
1471,193649.8413788932
1472,94908.4432537524
1473,94867.65781837539
1474,144183.1729643765
1475,109158.74537512872
1476,379251.2083532234
1477,248243.828795597
1478,285053.9256488183
1479,285635.63763770385
1480,497215.99068992946
1481,312107.4766244314
1482,207540.16068436863
1483,181814.0807465744
1484,163317.4991957921
1485,185542.0743322257
1486,196863.4738001908
1487,340093.3029762679
1488,228478.04205494875
1489,198832.14032168724
1490,239713.45185771998
1491,194400.02244978084
1492,92311.42097737287
1493,178083.6094239747
1494,293551.1851199639
1495,287523.98417375947
1496,241493.6270961344
1497,180712.52576554462
1498,165807.35194975912
1499,158484.3720061933
1500,155948.1994264897
1501,177594.55102968676
1502,142600.08913766022
1503,292908.49907324533
1504,238923.24036059016
1505,227491.42787261558
1506,187174.19267773244
1507,254916.87892147218
1508,198687.58540663612
1509,159056.88775730712
1510,145294.2359856502
1511,154349.2786716747
1512,173629.76767545336
1513,143405.06296274764
1514,159830.4363121915
1515,201005.57866258707
1516,151548.97695247375
1517,163006.4690194016
1518,128871.48112414712
1519,217085.31905178775
1520,130374.64847676484
1521,135668.1578331278
1522,174553.99624530124
1523,110591.55797368153
1524,126033.49057365916
1525,121357.72139051318
1526,110371.66021583055
1527,102526.9338115972
1528,133170.55975344713
1529,149969.82123801584
1530,173361.405102205
1531,106190.34265378401
1532,94384.41330974794
1533,148371.6982413177
1534,124826.13352280114
1535,150154.66300670602
1536,106944.11552182921
1537,59166.16831437109
1538,145623.58776513705
1539,190201.86506450287
1540,96005.02081288572
1541,141014.81370236023
1542,143932.22599164117
1543,194785.34493245042
1544,83649.47841597683
1545,110989.89700558082
1546,135149.65950949342
1547,136527.68937523634
1548,138222.68015308023
1549,116425.45991503289
1550,136671.8825542538
1551,108455.18149504701
1552,138393.05656966852
1553,154153.55054080972
1554,112403.35724423011
1555,164052.13675043508
1556,84976.11113162815
1557,110775.24870931065
1558,100540.37163302742
1559,67128.20719850592
1560,131798.43900173678
1561,131173.3986255052
1562,128383.90568853791
1563,119749.14940833602
1564,162740.0531090123
1565,146879.76112797868
1566,235070.48108258445
1567,76610.03935890357
1568,239060.2786312353
1569,132689.65222203248
1570,132696.0831584053
1571,117176.02521394879
1572,145100.3801932298
1573,240258.20905762145
1574,118081.71405069424
1575,220966.69306111475
1576,253146.43334832825
1577,186321.77474479988
1578,142972.95469004218
1579,147838.144935616
1580,192967.72354390495
1581,153220.32646904714
1582,122972.95645075355
1583,300859.627109553
1584,223563.14222624997
1585,139206.56753136346
1586,66331.67183065662
1587,100288.334844188
1588,149500.71729637845
1589,101596.50078209028
1590,134088.91933872818
1591,93338.94255824544
1592,120749.51640672113
1593,124174.72572501424
1594,134543.22461689793
1595,105172.18287497925
1596,226589.71805628523
1597,194595.68617118293
1598,220401.53650573918
1599,161190.98617744778
1600,160103.42420305213
1601,64814.333846485984
1602,112755.56032762834
1603,80131.748901874
1604,259391.26622470247
1605,237018.43355980853
1606,169326.37305954858
1607,168451.77661303905
1608,218009.06652895358
1609,183952.97462547407
1610,151667.8082638999
1611,139614.65494097595
1612,171440.35214666382
1613,168078.27384256717
1614,120738.46458936017
1615,88469.80336026261
1616,74771.59972583975
1617,91463.41338052375
1618,125466.83354981746
1619,140704.08618559927
1620,149200.77410979877
1621,141277.37974722375
1622,137836.99797781475
1623,254139.55642664616
1624,216443.7354083161
1625,117718.48135621003
1626,167695.94947979733
1627,195979.8963333838
1628,274906.2158038118
1629,177395.4633910471
1630,368594.8636534892
1631,223171.79017920676
1632,241091.4870510364
1633,168506.3269690803
1634,186577.93856181367
1635,175330.09333673166
1636,154105.03846544825
1637,207373.6158718344
1638,178942.34040015584
1639,188389.37109774855
1640,257220.99882280955
1641,180398.09017648592
1642,238833.61034091684
1643,215928.19282691184
1644,232006.7052334277
1645,201015.39993831524
1646,159320.88411143748
1647,157358.48214727352
1648,130538.13253292594
1649,140412.2523313667
1650,111953.34977367736
1651,120557.3528334112
1652,96109.80282685942
1653,99060.49916817775
1654,142869.3487136769
1655,135903.6536559295
1656,140690.64141939205
1657,146343.09853233892
1658,142186.041327777
1659,115033.27870788296
1660,154436.53901987214
1661,458106.4479182305
1662,393447.1273088076
1663,387188.64513496164
1664,488324.6836697704
1665,312049.90065619437
1666,322878.9510760856
1667,385492.9272254485
1668,351508.8518095631
1669,296802.8502053892
1670,352041.2510008668
1671,265901.3477753626
1672,435406.7156858254
1673,289240.12006481824
1674,239916.25114115866
1675,200471.6316453555
1676,199882.4553096753
1677,224755.09283655687
1678,469497.13441590854
1679,387568.3552547014
1680,341981.34848366695
1681,247485.02190469945
1682,302457.96676357224
1683,184967.3436069863
1684,170694.9666136705
1685,171902.2765940248
1686,167254.40367236803
1687,168687.86472420514
1688,192372.40662846869
1689,193473.6413974804
1690,193257.58197337284
1691,181293.58204054515
1692,259398.73573504598
1693,166535.26190538376
1694,180883.05386633406
1695,161633.09400620408
1696,272735.9285921521
1697,166019.33499889378
1698,360225.4378194464
1699,318001.7195241466
1700,256554.63534822117
1701,271079.49589843664
1702,245643.48874469585
1703,244985.5319757716
1704,276949.2656750982
1705,235766.32660354275
1706,439601.8130864159
1707,217476.24706719478
1708,207493.34213300754
1709,264402.4418727524
1710,220741.6924975363
1711,273065.2182626403
1712,259902.57213055398
1713,278158.74983683816
1714,224748.8227111336
1715,207383.443646663
1716,184790.50344872804
1717,169023.21564513125
1718,134686.1207070343
1719,200722.0008782906
1720,232462.38530795884
1721,163672.65174296655
1722,126170.12615487154
1723,155036.41688352055
1724,207318.98760980417
1725,240373.3211984763
1726,185932.95319619877
1727,159428.34148346542
1728,173235.0954653731
1729,170244.79696682974
1730,155913.25387401145
1731,121509.52187555468
1732,126668.93152409625
1733,116211.40041460602
1734,122030.92335829651
1735,126119.5415210726
1736,110315.41171601771
1737,276933.2607433073
1738,244425.61179056548
1739,265363.2280542733
1740,227462.0473841994
1741,194651.135782664
1742,175508.14220076788
1743,177118.64416218124
1744,311066.4184022762
1745,225290.8488292528
1746,172974.83746366476
1747,210826.25772841362
1748,228148.458285819
1749,147815.9112901749
1750,126834.14992681102
1751,246859.96820019008
1752,117020.97018589871
1753,151029.5114659152
1754,184555.0930451071
1755,169448.17022222086
1756,126922.72564206393
1757,121562.46880864246
1758,142997.13094352154
1759,159571.17325399723
1760,167426.2254199831
1761,148556.7923989562
1762,182500.5215444595
1763,178215.20925626764
1764,112645.69935392178
1765,167385.40104199044
1766,185641.8027433826
1767,224328.2295789599
1768,141606.6523921803
1769,171779.1770865713
1770,149455.67122239675
1771,123933.8009138709
1772,134160.48988899734
1773,125837.18999036028
1774,141401.36927323806
1775,138695.96994402772
1776,124484.63728161997
1777,115514.1447517138
1778,138890.36805155856
1779,119985.78253481214
1780,171547.36206763436
1781,129235.29407033639
1782,85561.26852441193
1783,143263.67262728635
1784,106839.05887867603
1785,125674.21501657639
1786,133695.91164019352
1787,162266.80797393902
1788,58115.317509852764
1789,96368.03513363856
1790,76779.04449665951
1791,180918.10702515833
1792,164140.1013982087
1793,126259.17846998328
1794,151772.9889605609
1795,136196.1258019502
1796,119250.65096366215
1797,115028.30433125446
1798,122368.61397751357
1799,109223.33178518426
1800,132133.65909592962
1801,128978.567863011
1802,126583.89779272674
1803,145943.21154032848
1804,142131.70008947962
1805,134110.9600593645
1806,123475.21638999552
1807,130147.029382698
1808,120856.03638437828
1809,123048.88902976492
1810,139211.18350224968
1811,99632.54204402023
1812,99834.82076968443
1813,122705.99819749473
1814,98458.35912395542
1815,51508.14818290557
1816,101699.41196658656
1817,111516.78661013543
1818,147955.53285133798
1819,121145.32003498108
1820,54381.14077402886
1821,113038.8457514441
1822,149235.90204553807
1823,46007.38991475469
1824,132758.9274227408
1825,131505.02214313226
1826,103870.50703548803
1827,102043.64685168069
1828,134860.64314604216
1829,120544.87516291474
1830,144653.0678165654
1831,140990.69613781833
1832,74170.23553076477
1833,138555.95349294948
1834,116489.81256581098
1835,116866.55736215756
1836,127721.20265190775
1837,90346.79865120097
1838,122543.05902159953
1839,95449.09072208282
1840,146385.00090332705
1841,134911.67520192728
1842,86428.81110727553
1843,129883.35128957212
1844,134926.766527358
1845,137555.02536824497
1846,156480.7707915089
1847,164237.78556078984
1848,51384.91828744325
1849,116824.96733330458
1850,116700.89503059721
1851,154629.40447647878
1852,123735.82589974777
1853,127371.63085255073
1854,170183.92536875996
1855,153683.67578159485
1856,223763.87725147902
1857,155212.47897331597
1858,140675.24668752807
1859,117274.4109684124
1860,149005.99848170142
1861,116958.26307457262
1862,300335.3941048797
1863,279802.8079063846
1864,280007.285683162
1865,341033.38538523903
1866,333201.63239442045
1867,225655.26064462145
1868,298059.0563876727
1869,202601.88366085922
1870,224800.56110499692
1871,244139.8219931576
1872,172915.7060734267
1873,243548.6851788921
1874,147087.68149125317
1875,200277.93407129825
1876,199990.531962445
1877,213779.2904768582
1878,208518.20475692683
1879,128021.96654664476
1880,131406.67310225702
1881,248033.6523993346
1882,245902.92147644123
1883,188708.88782027474
1884,208537.58559756094
1885,234183.08100541617
1886,282306.4722693778
1887,212681.89787823427
1888,265399.9434923928
1889,168432.59328445082
1890,117908.3059047778
1891,129077.63016578832
1892,97446.83833324458
1893,130667.60004622284
1894,127162.0982869796
1895,134358.04532398313
1896,125365.84780182263
1897,114183.3791544945
1898,110643.44566153974
1899,157270.01703742865
1900,145536.31318013387
1901,174217.42439048755
1902,153959.42035416365
1903,211275.85342410684
1904,141269.79683987462
1905,200626.4688833375
1906,162264.24289617184
1907,214516.64073316604
1908,108568.83796387166
1909,130736.19118393451
1910,118366.88981753092
1911,226112.17831598848
1912,335688.0548889883
1913,142174.45809019418
1914,61495.74021366578
1915,317512.6449794744
1916,67982.08955032473
1917,243421.35726100678
1918,139238.0562214935
1919,178367.1653333112
1920,156294.53760303927
1921,398594.7960146598
1922,316452.0893957513
1923,235593.30967380476
1924,225043.17081817312
1925,195236.13035282056
1926,389491.44261609076
1927,132291.59735599204
1928,159037.38715828295
1929,127168.298850836
1930,131127.38882648264
1931,145509.67862003628
1932,141920.2389253071
1933,178403.4063177929
1934,180561.0181072367
1935,171945.66319880425
1936,189764.61900745897
1937,184301.53789035446
1938,175165.83691473393
1939,243790.58332498244
1940,190388.22768073756
1941,171158.87839868251
1942,188392.45264110158
1943,206522.02507267863
1944,360368.0288338427
1945,402493.95438818
1946,138547.20674004022
1947,313216.0954041005
1948,174984.80933741352
1949,247739.1169565264
1950,183890.41350175816
1951,249893.03695780842
1952,204822.84990842632
1953,170280.31173059295
1954,179393.44512016547
1955,134422.89731587062
1956,310172.52255673666
1957,154798.26241264414
1958,299911.6430527291
1959,141277.7809827164
1960,113418.16645607202
1961,120673.4968591403
1962,96386.0618398749
1963,106096.70584636011
1964,107167.96405096835
1965,141083.9307411296
1966,137122.73541309303
1967,294389.49775258155
1968,431453.81566281203
1969,383751.077046706
1970,413862.94808023283
1971,455216.24996612396
1972,379947.78827888967
1973,266681.83347089094
1974,333065.47061169246
1975,531735.9842173865
1976,266658.24594621727
1977,355650.6444449217
1978,344745.0206023985
1979,334181.327459993
1980,207494.91036267093
1981,349370.10324136063
1982,218004.5201608972
1983,202223.67604310083
1984,168536.68126119167
1985,217417.12242347284
1986,209261.01520969652
1987,174248.59376420933
1988,174629.8202797067
1989,194023.265965128
1990,211716.0690435826
1991,236417.81700020554
1992,214460.61133984197
1993,165876.65608891155
1994,230264.8342710853
1995,182518.12056514766
1996,251292.18396147687
1997,310572.5297077067
1998,334168.2097975346
1999,276609.73666969524
2000,322676.45362215064
2001,284431.62424166553
2002,238788.11030439474
2003,254586.0716341818
2004,284299.9664503038
2005,219852.12949369362
2006,221235.1231098064
2007,250723.96793505485
2008,218782.4641530999
2009,197255.03572380514
2010,193495.54125760766
2011,138708.60810055732
2012,172183.70508850375
2013,179573.82697779642
2014,185548.69877708214
2015,204319.37716048546
2016,195295.8492887794
2017,194372.9202830334
2018,115571.4315214792
2019,134534.2869902386
2020,103317.85268212957
2021,100341.62095694373
2022,185302.67071961678
2023,144481.84096254114
2024,276137.3789384328
2025,349279.33006430545
2026,174063.18991809725
2027,156745.959774423
2028,149174.7129930068
2029,168323.6546437023
2030,264884.7133111075
2031,231979.0744627694
2032,248190.9060011911
2033,249329.8357048931
2034,170441.52859500505
2035,221294.88193330602
2036,196393.2544300951
2037,206817.6633532672
2038,309526.43252416875
2039,223581.69242202243
2040,283605.840867505
2041,297556.6183207473
2042,207755.8798058151
2043,176893.89997619696
2044,175082.88559271733
2045,210323.55642556067
2046,145035.737329085
2047,146644.0466910697
2048,137122.66155997774
2049,140508.1781709642
2050,174576.2881576139
2051,101979.5949274601
2052,124558.51141813365
2053,148662.98906893464
2054,90230.16045779797
2055,160944.6128582929
2056,140710.93741135995
2057,113427.21883026927
2058,225599.64786017008
2059,128994.5517659344
2060,175233.97065923395
2061,171884.82216720848
2062,129347.05413604082
2063,115484.85882289702
2064,140037.34374041893
2065,120401.4000343284
2066,159826.4751324671
2067,110170.557595263
2068,142902.13924987966
2069,86584.43692405775
2070,113853.03197226506
2071,94612.04243969623
2072,130340.85013749961
2073,133218.81076141458
2074,185767.87126617128
2075,142076.0229760989
2076,118632.41216104772
2077,155911.3941750172
2078,125671.48781012923
